age(kyr) mean(permil) sigma(permil)
92.300000 3.945140 0.111601
92.400000 3.942585 0.111024
92.500000 3.940275 0.110587
92.600000 3.938360 0.110309
92.700000 3.936427 0.110095
92.800000 3.934999 0.110062
92.900000 3.933968 0.110153
93.000000 3.933070 0.110454
93.100000 3.932214 0.110938
93.200000 3.931277 0.111545
93.300000 3.930034 0.112251
93.400000 3.929029 0.112875
93.500000 3.928133 0.113468
93.600000 3.926958 0.114102
93.700000 3.925573 0.114596
93.800000 3.923831 0.114975
93.900000 3.921415 0.115374
94.000000 3.918562 0.115856
94.100000 3.915351 0.116272
94.200000 3.912012 0.116645
94.300000 3.908132 0.117021
94.400000 3.903757 0.117317
94.500000 3.899075 0.117662
94.600000 3.893865 0.118113
94.700000 3.887966 0.118485
94.800000 3.881763 0.118970
94.900000 3.875264 0.119545
95.000000 3.868494 0.120058
95.100000 3.861587 0.120564
95.200000 3.854467 0.121068
95.300000 3.847095 0.121447
95.400000 3.839399 0.121714
95.500000 3.831137 0.121980
95.600000 3.822592 0.122063
95.700000 3.813870 0.122087
95.800000 3.804916 0.122034
95.900000 3.796055 0.121830
96.000000 3.786989 0.121466
96.100000 3.777562 0.120970
96.200000 3.768241 0.120205
96.300000 3.759074 0.119388
96.400000 3.750171 0.118394
96.500000 3.742049 0.117427
96.600000 3.734645 0.116477
96.700000 3.727892 0.115405
96.800000 3.721873 0.114163
96.900000 3.716723 0.112934
97.000000 3.712077 0.111824
97.100000 3.708706 0.110815
97.200000 3.706270 0.109908
97.300000 3.704531 0.109225
97.400000 3.703336 0.108626
97.500000 3.703031 0.108152
97.600000 3.703360 0.107745
97.700000 3.704041 0.107284
97.800000 3.705732 0.106751
97.900000 3.707887 0.106124
98.000000 3.710402 0.105514
98.100000 3.713081 0.104908
98.200000 3.716032 0.104283
98.300000 3.718922 0.103824
98.400000 3.721821 0.103359
98.500000 3.724920 0.102931
98.600000 3.727819 0.102609
98.700000 3.730233 0.102337
98.800000 3.732373 0.102087
98.900000 3.734128 0.101877
99.000000 3.735394 0.101719
99.100000 3.736568 0.101741
99.200000 3.737916 0.101794
99.300000 3.739024 0.101942
99.400000 3.739976 0.102141
99.500000 3.740624 0.102435
99.600000 3.740577 0.102906
99.700000 3.739579 0.103289
99.800000 3.737972 0.103782
99.900000 3.735957 0.104166
100.000000 3.733872 0.104619
100.100000 3.732061 0.105152
100.200000 3.730762 0.105733
100.300000 3.729983 0.106478
100.400000 3.729638 0.107297
100.500000 3.729205 0.108176
100.600000 3.728875 0.109149
100.700000 3.729134 0.110303
100.800000 3.729339 0.111591
100.900000 3.729831 0.113029
101.000000 3.730894 0.114516
101.100000 3.732468 0.116049
101.200000 3.733966 0.117565
101.300000 3.736119 0.119116
101.400000 3.738445 0.120658
101.500000 3.741189 0.122232
101.600000 3.744019 0.123817
101.700000 3.746864 0.125472
101.800000 3.749651 0.127217
101.900000 3.752125 0.129003
102.000000 3.754259 0.130855
102.100000 3.755983 0.132804
102.200000 3.757210 0.134786
102.300000 3.757911 0.136834
102.400000 3.758986 0.138962
102.500000 3.760132 0.141324
102.600000 3.761265 0.143762
102.700000 3.762557 0.146087
102.800000 3.763911 0.148470
102.900000 3.764672 0.150900
103.000000 3.765313 0.153317
103.100000 3.766379 0.155733
103.200000 3.767832 0.158020
103.300000 3.770139 0.160331
103.400000 3.773231 0.162608
103.500000 3.777034 0.164839
103.600000 3.781403 0.167119
103.700000 3.786784 0.169229
103.800000 3.793167 0.171184
103.900000 3.801054 0.172757
104.000000 3.809960 0.174079
104.100000 3.819297 0.175252
104.200000 3.829696 0.175987
104.300000 3.840835 0.176275
104.400000 3.852181 0.176211
104.500000 3.864145 0.175754
104.600000 3.877253 0.174585
104.700000 3.889780 0.172901
104.800000 3.901551 0.170742
104.900000 3.912208 0.168148
105.000000 3.921797 0.164959
105.100000 3.930579 0.161403
105.200000 3.937821 0.157697
105.300000 3.943687 0.153685
105.400000 3.948245 0.149596
105.500000 3.951385 0.145714
105.600000 3.952715 0.142156
105.700000 3.953260 0.138688
105.800000 3.952766 0.135401
105.900000 3.951635 0.132304
106.000000 3.949660 0.129486
106.100000 3.946979 0.126992
106.200000 3.944169 0.124784
106.300000 3.940971 0.123030
106.400000 3.937596 0.121671
106.500000 3.934024 0.120752
106.600000 3.930025 0.120302
106.700000 3.925606 0.120224
106.800000 3.920694 0.120645
106.900000 3.915704 0.121387
107.000000 3.910985 0.122471
107.100000 3.906571 0.123859
107.200000 3.902856 0.125531
107.300000 3.900729 0.127370
107.400000 3.899684 0.129389
107.500000 3.900049 0.131598
107.600000 3.901990 0.133985
107.700000 3.905260 0.136437
107.800000 3.910438 0.138870
107.900000 3.917558 0.141195
108.000000 3.926569 0.143456
108.100000 3.937281 0.145534
108.200000 3.948963 0.147330
108.300000 3.961677 0.148976
108.400000 3.974870 0.150424
108.500000 3.988455 0.151554
108.600000 4.002791 0.152275
108.700000 4.017510 0.152609
108.800000 4.031902 0.152640
108.900000 4.046023 0.152400
109.000000 4.059561 0.151855
109.100000 4.072787 0.150987
109.200000 4.085598 0.149873
109.300000 4.097247 0.148400
109.400000 4.108008 0.146825
109.500000 4.117487 0.145106
109.600000 4.125366 0.143354
109.700000 4.132001 0.141703
109.800000 4.137262 0.140165
109.900000 4.141173 0.138832
110.000000 4.143781 0.137650
110.100000 4.144760 0.136584
110.200000 4.144575 0.135581
110.300000 4.143105 0.134722
110.400000 4.141059 0.133975
110.500000 4.138456 0.133323
110.600000 4.134937 0.132666
110.700000 4.131230 0.131821
110.800000 4.127656 0.130984
110.900000 4.123933 0.130028
111.000000 4.119906 0.128944
111.100000 4.115976 0.127718
111.200000 4.111859 0.126298
111.300000 4.107689 0.124854
111.400000 4.103177 0.123252
111.500000 4.098482 0.121634
111.600000 4.093938 0.120087
111.700000 4.089193 0.118628
111.800000 4.084162 0.117260
111.900000 4.079007 0.116003
112.000000 4.073458 0.114907
112.100000 4.067107 0.113999
112.200000 4.060209 0.113180
112.300000 4.052712 0.112575
112.400000 4.044700 0.112048
112.500000 4.035965 0.111695
112.600000 4.026560 0.111492
112.700000 4.016565 0.111357
112.800000 4.006123 0.111292
112.900000 3.995370 0.111261
113.000000 3.984615 0.111332
113.100000 3.973855 0.111547
113.200000 3.963334 0.111850
113.300000 3.953023 0.112258
113.400000 3.942733 0.112709
113.500000 3.932649 0.113212
113.600000 3.922806 0.113882
113.700000 3.912995 0.114687
113.800000 3.903139 0.115653
113.900000 3.893488 0.116565
114.000000 3.883902 0.117504
114.100000 3.874432 0.118507
114.200000 3.865287 0.119408
114.300000 3.856495 0.120221
114.400000 3.847719 0.120974
114.500000 3.839195 0.121631
114.600000 3.830923 0.122309
114.700000 3.822892 0.122894
114.800000 3.815100 0.123471
114.900000 3.807563 0.124018
115.000000 3.800349 0.124565
115.100000 3.793458 0.125085
115.200000 3.786779 0.125434
115.300000 3.780640 0.125726
115.400000 3.775034 0.125896
115.500000 3.769867 0.126008
115.600000 3.765349 0.126121
115.700000 3.761352 0.126134
115.800000 3.757689 0.126165
115.900000 3.754333 0.126218
116.000000 3.751474 0.126375
116.100000 3.748839 0.126541
116.200000 3.746216 0.126671
116.300000 3.743346 0.126816
116.400000 3.740524 0.126927
116.500000 3.737180 0.127107
116.600000 3.733391 0.127376
116.700000 3.729426 0.127622
116.800000 3.725450 0.127904
116.900000 3.721438 0.128171
117.000000 3.717054 0.128479
117.100000 3.712177 0.128811
117.200000 3.706636 0.129061
117.300000 3.700298 0.129207
117.400000 3.693135 0.129134
117.500000 3.685766 0.129011
117.600000 3.678000 0.128887
117.700000 3.670223 0.128752
117.800000 3.662419 0.128622
117.900000 3.654379 0.128451
118.000000 3.645956 0.128381
118.100000 3.637426 0.128435
118.200000 3.628717 0.128510
118.300000 3.619775 0.128594
118.400000 3.610652 0.128778
118.500000 3.601012 0.129023
118.600000 3.591077 0.129299
118.700000 3.580703 0.129653
118.800000 3.569873 0.130081
118.900000 3.558659 0.130498
119.000000 3.547158 0.130888
119.100000 3.535241 0.131238
119.200000 3.522953 0.131530
119.300000 3.510221 0.131680
119.400000 3.497197 0.131610
119.500000 3.484160 0.131348
119.600000 3.470963 0.130872
119.700000 3.457613 0.130172
119.800000 3.444279 0.129349
119.900000 3.431142 0.128467
120.000000 3.418235 0.127491
120.100000 3.405760 0.126578
120.200000 3.393653 0.125653
120.300000 3.381943 0.124809
120.400000 3.370417 0.123912
120.500000 3.359306 0.123063
120.600000 3.348501 0.122258
120.700000 3.338021 0.121516
120.800000 3.327843 0.120918
120.900000 3.317976 0.120403
121.000000 3.308446 0.120050
121.100000 3.299227 0.119853
121.200000 3.290324 0.119645
121.300000 3.281621 0.119416
121.400000 3.273265 0.119224
121.500000 3.265186 0.118972
121.600000 3.257365 0.118668
121.700000 3.249724 0.118347
121.800000 3.242481 0.118063
121.900000 3.235367 0.117781
122.000000 3.228421 0.117574
122.100000 3.221739 0.117464
122.200000 3.215296 0.117347
122.300000 3.209076 0.117288
122.400000 3.203074 0.117264
122.500000 3.197246 0.117157
122.600000 3.191380 0.117071
122.700000 3.185591 0.116994
122.800000 3.179959 0.116896
122.900000 3.174492 0.116657
123.000000 3.169199 0.116383
123.100000 3.164255 0.116105
123.200000 3.159607 0.115681
123.300000 3.155264 0.115261
123.400000 3.151046 0.114835
123.500000 3.146830 0.114470
123.600000 3.142687 0.114223
123.700000 3.138526 0.114046
123.800000 3.134253 0.114024
123.900000 3.130074 0.114073
124.000000 3.126074 0.114150
124.100000 3.122319 0.114312
124.200000 3.118679 0.114468
124.300000 3.115089 0.114661
124.400000 3.111515 0.114887
124.500000 3.107998 0.115123
124.600000 3.104369 0.115328
124.700000 3.100679 0.115486
124.800000 3.097139 0.115613
124.900000 3.093614 0.115760
125.000000 3.090177 0.115983
125.100000 3.086942 0.116236
125.200000 3.083833 0.116444
125.300000 3.080822 0.116689
125.400000 3.077787 0.116942
125.500000 3.074782 0.117217
125.600000 3.071855 0.117492
125.700000 3.068970 0.117736
125.800000 3.066100 0.118010
125.900000 3.063391 0.118227
126.000000 3.060702 0.118446
126.100000 3.057963 0.118612
126.200000 3.055220 0.118687
126.300000 3.052567 0.118758
126.400000 3.050033 0.118851
126.500000 3.047590 0.118969
126.600000 3.045132 0.119098
126.700000 3.042782 0.119224
126.800000 3.040661 0.119316
126.900000 3.038750 0.119347
127.000000 3.037116 0.119384
127.100000 3.035668 0.119525
127.200000 3.034447 0.119658
127.300000 3.033577 0.119815
127.400000 3.033097 0.119963
127.500000 3.033285 0.120158
127.600000 3.033800 0.120421
127.700000 3.034835 0.120724
127.800000 3.036352 0.121160
127.900000 3.038430 0.121590
128.000000 3.041091 0.122142
128.100000 3.044385 0.122839
128.200000 3.048334 0.123605
128.300000 3.052975 0.124533
128.400000 3.058122 0.125637
128.500000 3.064243 0.127028
128.600000 3.071221 0.128460
128.700000 3.078879 0.129979
128.800000 3.087527 0.131701
128.900000 3.096968 0.133533
129.000000 3.107371 0.135592
129.100000 3.119076 0.137522
129.200000 3.131587 0.139373
129.300000 3.145244 0.141226
129.400000 3.160013 0.143026
129.500000 3.175740 0.144597
129.600000 3.193070 0.145934
129.700000 3.211376 0.147004
129.800000 3.230463 0.147577
129.900000 3.250244 0.147730
130.000000 3.270595 0.147449
130.100000 3.291840 0.146680
130.200000 3.313687 0.145550
130.300000 3.336248 0.143950
130.400000 3.358947 0.142122
130.500000 3.381436 0.140211
130.600000 3.403459 0.138331
130.700000 3.425189 0.136566
130.800000 3.446403 0.135129
130.900000 3.467258 0.134030
131.000000 3.488152 0.133374
131.100000 3.509011 0.133090
131.200000 3.530131 0.133019
131.300000 3.551703 0.133182
131.400000 3.574025 0.133455
131.500000 3.597098 0.133693
131.600000 3.621121 0.133786
131.700000 3.645665 0.133704
131.800000 3.670659 0.133366
131.900000 3.695811 0.132768
132.000000 3.720988 0.131905
132.100000 3.746037 0.130772
132.200000 3.770857 0.129425
132.300000 3.795401 0.127919
132.400000 3.819514 0.126356
132.500000 3.843332 0.124931
132.600000 3.866913 0.123665
132.700000 3.890507 0.122642
132.800000 3.914455 0.121909
132.900000 3.939096 0.121271
133.000000 3.964988 0.120755
133.100000 3.992672 0.120420
133.200000 4.021820 0.120131
133.300000 4.052846 0.119658
133.400000 4.085452 0.118965
133.500000 4.119398 0.117839
133.600000 4.153888 0.116552
133.700000 4.188395 0.115003
133.800000 4.222625 0.113281
133.900000 4.256246 0.111566
134.000000 4.289089 0.109921
134.100000 4.320554 0.108307
134.200000 4.350874 0.106851
134.300000 4.380077 0.105729
134.400000 4.408658 0.104949
134.500000 4.437126 0.104603
134.600000 4.466384 0.104764
134.700000 4.496615 0.105181
134.800000 4.528328 0.105870
134.900000 4.561676 0.106713
135.000000 4.596938 0.107829
135.100000 4.633596 0.109122
135.200000 4.671207 0.110143
135.300000 4.709280 0.110975
135.400000 4.746770 0.111504
135.500000 4.782352 0.111711
135.600000 4.815328 0.111392
135.700000 4.846284 0.111034
135.800000 4.873821 0.110614
135.900000 4.897850 0.109886
136.000000 4.916981 0.108831
136.100000 4.931384 0.107823
136.200000 4.941762 0.107237
136.300000 4.948195 0.107006
136.400000 4.952507 0.107040
136.500000 4.956050 0.107301
136.600000 4.959364 0.107712
136.700000 4.963000 0.108192
136.800000 4.967425 0.108790
136.900000 4.971889 0.109344
137.000000 4.976064 0.109933
137.100000 4.979547 0.110575
137.200000 4.982086 0.111200
137.300000 4.983048 0.111968
137.400000 4.982746 0.112919
137.500000 4.980906 0.114068
137.600000 4.977859 0.115315
137.700000 4.973945 0.116513
137.800000 4.969313 0.117731
137.900000 4.964375 0.118887
138.000000 4.959304 0.120049
138.100000 4.954068 0.121206
138.200000 4.948858 0.122279
138.300000 4.943711 0.123296
138.400000 4.938985 0.124164
138.500000 4.934912 0.124969
138.600000 4.931577 0.125764
138.700000 4.928965 0.126548
138.800000 4.927472 0.127345
138.900000 4.926300 0.128122
139.000000 4.925210 0.128908
139.100000 4.923940 0.129674
139.200000 4.922247 0.130365
139.300000 4.919610 0.131005
139.400000 4.916375 0.131570
139.500000 4.912709 0.132154
139.600000 4.908634 0.132758
139.700000 4.904354 0.133370
139.800000 4.899899 0.134088
139.900000 4.895243 0.134802
140.000000 4.890128 0.135500
140.100000 4.884824 0.136209
140.200000 4.879309 0.136781
140.300000 4.873693 0.137292
140.400000 4.868134 0.137725
140.500000 4.862821 0.138088
140.600000 4.857722 0.138369
140.700000 4.852776 0.138571
140.800000 4.848019 0.138687
140.900000 4.843484 0.138721
141.000000 4.839141 0.138685
141.100000 4.835096 0.138651
141.200000 4.831321 0.138613
141.300000 4.827805 0.138571
141.400000 4.824522 0.138515
141.500000 4.821530 0.138505
141.600000 4.818693 0.138443
141.700000 4.816026 0.138369
141.800000 4.813603 0.138335
141.900000 4.811302 0.138274
142.000000 4.809088 0.138147
142.100000 4.806963 0.138049
142.200000 4.804915 0.137943
142.300000 4.802924 0.137847
142.400000 4.800978 0.137737
142.500000 4.799136 0.137728
142.600000 4.797393 0.137775
142.700000 4.795693 0.137794
142.800000 4.794020 0.137744
142.900000 4.792388 0.137709
143.000000 4.790772 0.137656
143.100000 4.789177 0.137573
143.200000 4.787639 0.137537
143.300000 4.786192 0.137675
143.400000 4.784790 0.137845
143.500000 4.783424 0.138144
143.600000 4.782096 0.138550
143.700000 4.780780 0.138915
143.800000 4.779487 0.139294
143.900000 4.778206 0.139732
144.000000 4.776954 0.140284
144.100000 4.775720 0.140910
144.200000 4.774492 0.141557
144.300000 4.773272 0.142231
144.400000 4.772065 0.142953
144.500000 4.770879 0.143757
144.600000 4.769702 0.144596
144.700000 4.768526 0.145474
144.800000 4.767356 0.146414
144.900000 4.766195 0.147427
145.000000 4.765043 0.148462
145.100000 4.763913 0.149540
145.200000 4.762796 0.150684
145.300000 4.761675 0.151843
145.400000 4.760558 0.152995
145.500000 4.759445 0.154173
145.600000 4.758334 0.155414
145.700000 4.757223 0.156657
145.800000 4.756116 0.157944
145.900000 4.755014 0.159253
146.000000 4.753915 0.160552
146.100000 4.752818 0.161834
146.200000 4.751715 0.163168
146.300000 4.750610 0.164571
146.400000 4.749503 0.165991
146.500000 4.748396 0.167414
146.600000 4.747290 0.168835
146.700000 4.746187 0.170272
146.800000 4.745090 0.171712
146.900000 4.743993 0.173138
147.000000 4.742896 0.174560
147.100000 4.741794 0.176009
147.200000 4.740697 0.177475
147.300000 4.739600 0.178947
147.400000 4.738505 0.180406
147.500000 4.737412 0.181852
147.600000 4.736320 0.183307
147.700000 4.735230 0.184763
147.800000 4.734139 0.186267
147.900000 4.733049 0.187778
148.000000 4.731962 0.189276
148.100000 4.730876 0.190762
148.200000 4.729791 0.192237
148.300000 4.728709 0.193700
148.400000 4.727628 0.195150
148.500000 4.726548 0.196589
148.600000 4.725470 0.198016
148.700000 4.724394 0.199431
148.800000 4.723319 0.200834
148.900000 4.722246 0.202225
149.000000 4.721175 0.203614
149.100000 4.720104 0.205008
149.200000 4.719035 0.206402
149.300000 4.717966 0.207801
149.400000 4.716899 0.209188
149.500000 4.715834 0.210565
149.600000 4.714770 0.211931
149.700000 4.713708 0.213287
149.800000 4.712647 0.214631
149.900000 4.711588 0.215966
150.000000 4.710531 0.217289
