depth	d18O
0.02	2.82
0.02	2.96
0.02	2.9
0.02	3.01
0.04	2.91
0.04	2.98
0.04	2.99
0.04	2.98
0.06	2.74
0.06	2.97
0.06	2.85
0.06	3.13
0.1	2.89
0.1	2.84
0.1	2.87
0.1	2.93
0.12	3.13
0.12	3.02
0.12	2.9
0.12	3.01
0.14	2.94
0.14	3.32
0.14	3.18
0.14	2.91
0.18	2.92
0.18	3.03
0.18	3.19
0.18	2.96
0.2	3.17
0.2	3.05
0.2	3.13
0.2	2.98
0.22	3.25
0.22	2.98
0.22	3.15
0.22	3.12
0.26	3.21
0.26	3.17
0.26	3.23
0.26	3.31
0.28	3.2
0.28	3.28
0.28	3.18
0.28	3.33
0.3	3.15
0.3	3.08
0.3	3.32
0.3	3.52
0.34	3.71
0.34	3.42
0.34	3.83
0.34	3.73
0.36	3.8
0.36	3.82
0.36	3.82
0.36	4.02
0.38	4.01
0.38	3.95
0.38	4.3
0.42	4.34
0.42	4.38
0.44	4.65
0.44	4.79
0.44	4.78
0.46	4.52
0.46	4.84
0.5	4.57
0.52	5.05
0.52	4.89
0.54	4.61
0.54	4.41
0.54	4.54
0.54	4.49
0.58	4.79
0.58	4.8
0.58	4.74
0.6	4.88
0.6	4.84
0.6	4.79
0.62	4.89
0.62	4.81
0.62	4.69
0.66	4.8
0.66	4.76
0.66	4.61
0.66	4.76
0.68	4.66
0.68	4.63
0.68	4.76
0.68	4.75
0.7	4.76
0.7	4.69
0.7	4.74
0.7	4.79
0.74	4.71
0.74	4.71
0.74	4.77
0.76	4.86
0.76	4.67
0.76	4.65
0.78	4.67
0.78	4.79
0.78	4.62
0.78	4.64
0.82	4.69
0.82	4.67
0.82	4.63
0.82	4.6
0.84	4.61
0.84	5.24
0.84	4.69
0.84	4.71
0.86	4.64
0.86	4.7
0.86	4.57
0.86	4.8
0.9	4.98
0.9	4.6
0.9	4.66
0.9	4.87
0.92	4.75
0.92	4.8
0.92	4.88
0.92	4.77
0.94	4.62
0.94	4.89
0.94	4.61
0.94	4.84
0.98	4.48
0.98	4.77
0.98	4.5
0.98	4.71
1	4.64
1	4.7
1	4.71
1	4.69
