depth	age	error	dR	dSTD	cc
0.06	1.805	0.035	0	0.2	2
0.8	4.91	0.035	0	0.2	2
1.4	6.785	0.035	0	0.2	2
2	8.06	0.05	0	0.2	2
2.75	9.24	0.06	0	0.2	2
3.4	9.55	0.05	0	0.2	2
4	9.94	0.05	0	0.2	2
4.4	10.33	0.05	0	0.2	2
5	10.77	0.1	0	0.2	2
5.1	10.56	0.05	0	0.2	2
5.4	10.81	0.06	0	0.2	2
6.55	11.02	0.06	0	0.2	2
7.1	12.25	0.06	0	0.2	2
7.5	12.89	0.06	0	0.2	2
8.45	13.71	0.07	0	0.2	2
