depth	d18O
0.115	3.16
0.115	3.35
0.115	2.99
0.115	3.13
0.155	3.19
0.155	2.92
0.155	3.28
0.195	4.23
0.195	3.99
0.195	4.03
0.235	3.9
0.235	4.24
0.235	4.32
0.235	4.36
0.255	4.23
0.255	4.04
0.445	4.59
0.475	4.87
0.495	4.98
0.495	4.52
0.535	4.62
0.535	4.63
0.545	4.78
0.565	4.72
0.577	4.84
0.655	4.67
0.675	4.57
0.675	4.77
0.675	4.88
0.73	4.68
0.775	4.83
0.815	4.69
0.86	4.69
0.875	4.78
0.995	4.84
1.035	4.59
