depth	age	error	dr	dst	cc
0	5.89	0.07	0	0.2	2
0.04	7.02	0.035	0	0.2	2
0.09	8.1	0.04	0	0.2	2
0.14	8.52	0.06	0	0.2	2
0.39	11.765	0.05	0	0.2	2
0.44	12.205	0.04	0	0.2	2
0.49	12.49	0.06	0	0.2	2
0.84	13.495	0.045	0	0.2	2
0.89	13.54	0.05	0	0.2	2
1.06	14.255	0.035	0	0.2	2
1.18	14.51	0.035	0	0.2	2
1.26	14.79	0.06	0	0.2	2
1.6	17.04	0.1	0	0.2	2
1.72	17.77	0.06	0	0.2	2
1.92	19.33	0.08	0	0.2	2
2	19.68	0.29	0	0.2	2
