depth	age	error	dR	dSTD	cc
0.06	4.91	0.035	0	0.2	2
0.5	5.92	0.03	0	0.2	2
0.66	11.11	0.03	0	0.2	2
0.82	12.22	0.04	0	0.2	2
1	12.76	0.05	0	0.2	2
1.5	14.09	0.07	0	0.2	2
2	15.79	0.06	0	0.2	2
2.5	17.98	0.07	0	0.2	2
3	19.64	0.08	0	0.2	2
3.5	21.82	0.09	0	0.2	2
4	23.98	0.12	0	0.2	2
4.5	26.93	0.14	0	0.2	2
5	30.11	0.18	0	0.2	2
5.5	31.95	0.18	0	0.2	2
6	37.07	0.32	0	0.2	2
