depth	d18O
0.03	2.7
0.055	2.79
0.08	2.76
0.105	2.79
0.13	2.69
0.155	2.54
0.18	2.96
0.23	2.79
0.255	3.01
0.28	2.7
0.305	2.8
0.33	3.07
0.355	2.75
0.38	2.96
0.405	2.92
0.43	2.99
0.48	2.94
0.505	2.97
0.555	2.98
0.58	3.15
0.605	3.02
0.63	3.07
0.655	3.44
0.68	3.37
0.755	3.55
0.78	3.56
0.805	2.96
0.83	3.31
0.88	3.02
1.03	3.44
1.08	3.66
1.13	3.67
1.18	3.86
1.33	3.93
1.38	3.84
1.43	4
1.48	3.92
1.53	4.02
1.58	3.97
1.63	4.01
1.655	4.1
1.68	4.09
1.705	4.15
1.73	4.13
1.755	4.13
1.805	4.01
1.83	3.99
1.88	3.98
1.905	3.77
1.955	3.92
2.08	3.9
2.13	3.71
2.155	3.98
2.18	3.74
2.23	3.8
2.255	3.66
2.33	3.66
2.355	3.62
2.38	3.53
2.405	3.79
2.43	3.47
2.505	3.65
2.53	3.73
2.58	3.77
2.63	3.86
2.68	3.86
2.78	3.76
2.855	3.79
2.88	3.46
2.905	3.59
2.98	3.85
3.005	3.69
3.03	3.59
3.105	3.64
3.13	3.47
3.155	3.67
3.28	3.51
3.305	3.27
3.33	3.39
3.38	3.73
3.405	3.37
3.43	3.47
3.58	3.29
3.68	3.49
3.73	3.5
3.755	3.41
3.78	3.5
3.83	3.46
3.88	3.55
4.305	3.52
4.78	3.41
4.83	3.55
4.88	3.68
4.93	3.69
