depth	d18O
0.01	2.96
0.06	2.97
0.11	2.71
0.16	2.95
0.21	2.95
0.26	2.93
0.31	2.77
0.36	2.86
0.41	2.86
0.46	2.91
0.51	2.95
0.56	3.87
0.61	3.11
0.66	3.24
0.71	3.52
0.76	3.27
0.81	3.73
0.86	4.03
0.91	3.86
0.96	4.01
1.01	3.9
1.06	4
1.11	4.12
1.16	3.92
1.21	3.74
1.26	4.06
1.31	4.43
1.36	4.57
1.41	4.23
1.46	4.69
1.51	4.78
1.56	4.65
1.61	4.77
1.66	5.04
1.71	4.86
1.76	4.74
1.81	4.55
1.86	4.96
1.91	4.97
1.96	5.03
2.01	4.98
2.11	4.88
2.16	4.95
2.21	4.92
2.26	4.75
2.31	5.02
2.36	4.74
2.41	4.68
2.46	4.78
2.51	4.72
2.56	4.63
2.61	4.55
2.66	4.49
2.71	4.33
2.76	4.58
2.81	4.55
2.86	4.73
2.86	4.38
2.91	4.34
2.96	4.19
3.01	4.38
3.06	4.52
3.11	4.27
3.16	4.4
3.21	4.31
3.26	4.33
3.31	4.23
3.36	4.07
3.41	4.17
3.46	3.88
3.51	4.1
3.56	4.27
3.61	4.29
3.66	4.23
3.71	4.33
3.76	4.4
3.81	4.41
3.86	4.25
3.91	4.28
3.96	4.06
4.01	4.35
4.06	4.24
4.11	4.18
4.16	3.99
4.21	4.14
4.26	4.38
4.31	4.32
4.36	4.37
4.41	4.34
4.46	4.4
4.51	4.09
4.56	4.16
4.61	4.27
4.66	4.09
4.71	4.3
4.76	4.24
4.81	4.11
4.86	4.14
4.91	4.09
4.96	4.03
5.01	4.17
5.06	4.13
5.11	4.31
5.16	4.36
5.21	4.45
5.26	4.58
5.31	4.68
5.36	4.42
5.41	4.53
5.46	4.3
5.51	4.58
5.56	4.65
5.61	4.46
5.66	4.44
5.71	4.58
5.76	4.6
5.81	4.45
5.86	4.38
5.91	4.03
5.96	4.05
6.01	4.07
6.06	4.27
6.11	3.88
6.16	3.93
6.21	3.71
6.26	3.65
6.31	3.84
6.36	3.88
6.41	3.89
6.46	3.96
6.51	3.79
6.56	3.74
6.61	3.52
6.66	3.67
6.71	3.79
6.76	3.53
6.81	3.63
6.86	3.56
6.91	3.51
6.96	3.16
7.01	3.36
7.06	3.33
7.11	3.46
7.16	3.17
7.21	3.51
7.26	3.46
7.31	3.86
7.36	4.13
7.41	4.02
7.46	4.13
7.51	4.04
7.56	3.69
7.61	3.94
7.66	3.87
7.71	3.8
7.76	3.7
7.81	3.71
7.86	3.72
7.91	3.54
7.96	3.64
8.01	3.73
8.06	3.42
8.11	3.7
8.16	3.67
8.21	3.57
8.26	3.68
8.31	3.6
8.36	3.58
8.41	3.54
8.46	3.56
8.51	3.45
8.56	3.77
8.61	3.57
8.66	3.74
8.71	3.72
8.76	3.8
8.81	3.75
8.86	3.82
8.91	3.88
8.96	4.02
9.01	4.08
9.06	4.01
9.11	3.83
9.16	3.14
9.21	3.76
9.26	3.49
9.31	3.13
9.36	3
9.41	2.87
9.46	3.06
9.51	3.35
9.56	2.78
9.61	2.8
9.66	2.83
9.71	2.85
9.76	2.8
9.81	2.77
9.86	2.73
9.91	2.81
9.96	2.67
10.01	2.7
10.06	2.77
10.11	3.26
10.16	3.26
10.21	3.74
10.26	3.38
