depth	d18O
0.02	3.1
0.04	3.06
0.06	2.96
0.08	2.91
0.08	2.93
0.1	2.88
0.16	3.03
0.2	3.03
0.22	2.98
0.24	2.92
0.26	2.96
0.28	3.12
0.28	3.01
0.36	2.93
0.4	2.93
0.44	3.04
0.46	2.82
0.5	3.08
0.58	3.12
0.62	3.05
0.68	3.13
0.7	3.12
0.72	3.07
0.76	2.99
0.78	3.06
0.85	3.06
0.87	3.11
0.89	3.08
0.96	3.08
1.19	3.16
1.5	3.4
1.64	3.4
1.66	3.3
1.68	3.4
1.7	3.43
1.72	3.34
1.74	3.48
1.84	5.03
1.94	4.17
1.96	3.53
2.48	4.98
2.74	4.02
2.86	3.93
2.88	3.87
2.9	3.86
2.92	4.04
2.94	4.01
2.96	4.2
2.98	4.01
2.98	4.06
3	4.05
3.1	4.06
3.16	4.01
3.2	4.02
4.96	4.75
5.44	4.81
5.5	4.99
5.88	4.92
6.22	5.07
6.66	5.1
6.67	4.73
6.7	4.77
6.72	4.88
6.74	4.93
6.76	5.07
6.78	4.97
6.8	4.98
6.86	4.59
6.9	5.05
6.96	4.81
6.98	5.02
7	5.04
7.08	5.09
7.1	5.12
7.12	4.84
7.14	4.99
7.2	4.62
7.22	4.91
7.24	4.55
7.26	5
7.28	4.92
7.3	4.81
7.32	4.96
7.34	4.92
7.36	4.92
7.4	4.69
7.42	4.93
7.44	4.88
7.46	4.82
7.5	4.86
7.52	4.85
