depth	d18O
0.01	3
0.01	3.02
0.02	2.99
0.05	2.93
0.05	2.98
0.05	2.84
0.09	2.94
0.09	2.85
0.09	3.18
0.13	2.74
0.13	2.8
0.13	3.11
0.17	3.22
0.17	2.94
0.17	2.92
0.21	3.78
0.21	3.7
0.21	3.81
0.25	3.99
0.25	3.61
0.25	3.51
0.29	3.74
0.29	3.92
0.29	3.88
0.33	4.08
0.33	3.85
0.33	3.79
0.37	3.93
0.37	4.19
0.37	4.01
0.41	3.99
0.41	3.62
0.41	4.16
0.45	4.23
0.45	4.26
0.49	4.36
0.49	4.33
0.49	4.24
0.53	4.4
0.53	4.31
0.53	4.37
0.57	4.42
0.57	4.44
0.57	4.27
0.61	4.36
0.61	4.41
0.65	4.3
0.65	4.4
0.69	3.95
0.69	4.15
0.73	4.15
0.73	4.21
0.77	4.14
0.81	4.01
0.81	4.02
0.85	4.7
0.85	4.71
0.89	4.63
0.89	5.29
0.93	4.69
0.93	4.84
0.97	4.75
0.97	4.81
1.01	4.82
1.01	4.75
1.05	4.93
1.05	4.74
1.09	4.97
1.09	4.74
1.13	4.9
1.13	4.93
1.17	4.98
1.17	4.88
1.21	5.35
1.21	4.91
1.25	4.86
1.25	5
1.29	5.04
1.29	4.84
1.33	4.86
1.33	4.88
1.37	4.88
1.37	4.79
1.41	5.02
1.41	4.93
1.45	4.68
1.45	4.91
1.49	4.76
1.49	4.78
1.53	4.91
1.53	4.83
1.57	4.78
1.57	4.91
1.65	4.64
1.69	4.93
1.69	4.95
1.73	4.92
1.76	4.8
1.8	4.85
