depth	d18O
0.01	3.23
0.04	3.1
0.08	3.18
0.12	3.09
0.16	3.18
0.2	3.1
0.24	3.11
0.28	3.08
0.32	3.09
0.36	3.21
0.4	3.17
0.44	3.29
0.48	3.12
0.52	3.32
0.56	3.33
0.6	3.52
0.64	3.3
0.68	3.36
0.72	3.79
0.8	3.48
0.84	3.6
0.88	3.92
0.92	3.86
0.96	4.13
1	4.25
1.04	4.21
1.08	4.44
1.12	4.36
1.16	4.39
1.2	4.5
1.24	4.56
1.28	4.62
1.32	4.59
1.36	4.57
1.41	4.62
1.44	4.8
1.48	4.92
1.52	4.78
1.56	4.88
1.6	4.78
1.64	4.84
1.68	4.86
1.72	4.9
1.76	4.81
1.8	4.85
1.84	4.55
1.88	4.8
1.92	4.75
1.96	4.77
2	4.61
2.04	4.36
2.08	4.67
2.12	4.59
2.16	4.47
2.2	4.66
2.24	4.47
2.28	4.47
2.32	4.63
2.36	4.53
2.4	4.56
2.44	4.4
2.48	4.38
2.52	4.57
2.56	4.41
2.6	4.49
2.64	4.17
2.68	4.27
2.72	4.28
