depth	d18O
-0	3.75284746917936
0.05	3.7324589990702
0.1	3.70841499781282
0.15	3.67089813513364
0.2	3.6254013656287
0.25	3.59969171818497
0.3	3.61125236519289
0.35	3.62551027291986
0.4	3.61768576477947
0.45	3.62949437915792
0.5	3.65402374218614
0.55	3.67035812204453
0.6	3.66674701859465
0.65	3.64308760005695
0.7	3.62616269326532
0.75	3.63884832764026
0.8	3.67068886242207
0.85	3.7127166365768
0.9	3.77966923231412
0.95	3.89355134649368
1	3.96958472158844
1.05	3.96540349988324
1.1	3.95974033261221
1.15	4.07120343344499
1.2	4.19012273770021
1.25	4.27370325148331
1.3	4.39168061067358
1.35	4.49328276802651
1.4	4.52773082659535
1.45	4.58741877297364
1.5	4.74720698112237
1.55	4.91695713130673
1.6	5.0967934056661
1.65	5.27404458137169
1.7	5.37446891513052
1.75	5.44076035049038
1.8	5.51916775435903
1.85	5.56249679625321
1.9	5.5623955506785
1.95	5.49460233772552
2	5.43803595846706
2.05	5.4421597409579
2.1	5.45184290271346
2.15	5.4506489118217
2.2	5.46010232463253
2.25	5.46285834534233
2.3	5.45816013276534
2.35	5.43867925300968
2.4	5.37136444525023
2.45	5.33297881424283
2.5	5.3694606433629
2.55	5.38679535094496
2.6	5.35221341715112
2.65	5.30660178509536
2.7	5.27501047735469
2.75	5.24479209444947
2.8	5.21137309700719
2.85	5.17230751700701
2.9	5.16872765789409
2.95	5.19667409495367
3	5.21100733824867
