depth	d18O
0.005	1.84
0.0175	1.57
0.0225	1.75
0.0275	1.77
0.0325	1.71
0.0375	1.76
0.0425	1.69
0.0475	1.73
0.0525	1.67
0.0575	1.71
0.0625	1.76
0.0675	1.69
0.0725	1.45
0.0775	1.68
0.085	1.76
0.0925	1.67
0.0975	1.69
0.1025	1.58
0.1075	1.63
0.1125	1.62
0.1175	1.7
0.1225	1.69
0.1275	1.66
0.1325	1.63
0.1375	1.27
0.1425	1.61
0.1475	1.59
0.1525	1.52
0.1575	1.45
0.165	1.76
0.1725	1.37
0.1775	1.72
0.1825	0.9
0.1875	0.79
0.1925	1.4
0.1975	1.34
0.2025	1.55
0.2075	1.65
0.2125	1.44
0.2175	1.66
0.2225	1.6
0.2275	1.64
0.2325	1.72
0.2375	1.83
0.245	1.68
0.2525	1.92
0.2575	1.86
0.2625	1.6
0.2675	1.93
0.2725	1.58
0.2775	1.63
0.2825	1.65
0.2875	1.83
0.2925	1.59
0.2975	1.59
0.3025	1.63
0.3075	1.53
0.3125	1.72
0.3175	2.25
0.325	1.75
0.3325	1.72
0.3375	1.76
0.3425	1.67
0.3475	1.96
0.3525	1.27
0.3575	1.64
0.3625	2.08
0.3675	1.69
0.3725	1.56
0.3775	1.73
0.3825	1.86
0.3875	1.74
0.3925	1.77
0.3975	1.76
0.405	1.88
0.4125	1.65
0.4175	1.68
0.4225	1.77
0.4275	2.32
0.4325	1.69
0.4375	1.79
0.4425	1.69
0.4475	1.89
0.4525	1.75
0.4575	1.74
0.4625	1.93
0.4675	1.87
0.4725	1.92
0.4775	1.72
0.485	1.96
0.4925	1.69
0.4975	1.7
0.5025	1.77
0.5075	1.57
0.5125	1.55
0.5175	1.42
0.5225	1.53
0.5275	1.75
0.5325	1.78
0.5375	1.72
0.5425	1.69
0.5475	1.82
0.5525	1.9
0.5575	1.82
0.565	1.95
0.5725	1.72
0.5775	1.61
0.5825	1.77
0.5875	1.74
0.5925	2.13
0.5975	1.97
0.6025	1.98
0.6075	2.09
0.6125	2.17
0.6175	1.95
0.6225	1.95
0.6275	2.04
0.6325	1.89
0.6375	1.81
0.645	1.88
0.6525	1.95
0.6575	1.9
0.6625	1.9
0.6675	1.77
0.6725	2.15
0.6775	1.8
0.6825	1.94
0.6875	1.75
0.6925	1.88
0.6975	1.77
0.7025	2.15
0.7075	1.83
0.7125	1.81
0.7175	1.88
0.725	2.39
0.7325	1.94
0.7375	2.3
0.7425	2.09
0.7625	1.98
0.7825	2.34
0.805	2.68
0.8175	2.19
0.8425	2.6
0.885	2.78
0.9225	2.48
0.9275	2.44
0.965	3.09
1.045	3.07
1.125	3.11
1.205	3.31
1.285	3.25
1.365	3.61
1.445	3.43
1.525	3.73
1.605	3.48
1.685	3.83
1.765	3.58
1.845	3.55
1.925	3.53
2.005	3.67
