depth	d18O
0.045	2.99
0.085	2.77
0.125	3.09
0.125	2.94
0.165	3.03
0.165	2.91
0.205	3.79
0.245	3.63
0.245	3.64
0.245	3.72
0.285	3.28
0.285	3.73
0.325	3.22
0.325	3.64
0.325	3.64
0.365	3.52
0.405	3.81
0.445	4.03
0.485	4.1
0.485	4.16
0.485	4.21
0.525	4.3
0.525	5.15
0.565	4.17
0.565	4.2
0.565	4.2
0.605	4.33
0.605	4.31
0.645	4.58
0.645	4.41
0.685	4.43
0.685	4.44
0.725	4.62
0.725	4.36
0.735	4.35
0.765	4.48
0.765	4.51
0.805	4.82
0.845	4.64
0.885	4.28
0.925	4.89
0.925	4.8
0.965	4.78
1.005	4.9
1.005	5.07
1.045	4.42
1.085	4.95
1.085	4.98
1.125	4.94
1.165	4.98
1.165	5.17
1.205	5.01
1.285	4.95
1.325	5.02
1.325	5.06
1.365	4.91
1.405	4.93
1.405	5.12
1.445	4.92
1.445	5.04
1.445	4.97
1.485	4.98
1.485	4.98
1.525	4.96
1.605	4.93
1.685	4.74
1.765	4.84
