depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.030000 0.643738 0.822073 1.033208 1.033062 1.230023 1.430033
0.140000 1.386541 1.661908 1.922253 1.925245 2.184340 2.475676
0.250000 2.354581 2.596575 2.842502 2.840757 3.090402 3.316271
0.356667 3.065587 3.409294 3.880192 3.915174 4.402727 4.994344
0.463333 3.984190 4.535525 5.079436 5.027357 5.497177 5.866620
0.570000 5.681881 5.905851 6.138846 6.124336 6.341768 6.555586
0.650000 6.273387 6.556167 6.800122 6.795010 7.041220 7.282085
0.730000 7.108032 7.305992 7.490751 7.496684 7.691492 7.912851
0.810000 7.757188 8.097166 8.534402 8.541142 8.983188 9.430696
0.890000 9.326161 9.569662 9.850832 9.843701 10.103260 10.391124
0.970000 12.434380 12.694448 12.886686 12.884710 13.082848 13.294214
1.075000 13.626954 14.083142 14.580360 14.585402 15.103227 15.498625
1.180000 15.246110 15.531027 15.804219 15.794661 16.055725 16.357814
1.310000 15.900410 16.203030 16.559171 16.561824 16.911308 17.297634
1.440000 16.522531 16.930249 17.297285 17.299432 17.698305 18.030448
1.570000 17.273869 17.637539 18.055463 18.050629 18.449710 18.823041
1.700000 18.260393 18.553018 18.858196 18.878826 19.225840 19.582923
