depth	d18O
0.065	3.77
0.095	3.72
0.125	3.85
0.155	3.72
0.185	3.72
0.215	3.68
0.245	4.22
0.275	3.93
0.305	3.95
0.335	3.81
0.365	3.9
0.395	3.84
0.425	3.91
0.455	4.44
0.485	4.13
0.515	4.1
0.545	4.43
0.575	4.88
0.605	4.88
0.635	4.78
0.665	5.3
0.695	4.91
0.725	5.36
0.755	5.51
0.785	5.42
0.815	5.46
0.845	5.46
0.875	5.44
0.905	5.38
0.935	5.32
0.965	5.35
1	5.25
1.02	5.26
1.04	5.3
1.06	5.31
1.08	5.17
1.1	5.22
1.12	5.19
1.14	5.14
1.16	5.19
1.18	5.21
1.22	5.04
1.24	5.06
1.26	5.01
1.28	4.91
1.3	5.05
1.32	5
1.36	5.09
1.42	4.88
1.44	5.16
1.46	4.96
1.48	4.9
1.5	5.03
1.52	4.86
1.54	5.05
1.56	5.08
1.58	5.2
1.6	4.96
1.62	4.96
1.64	5.09
1.66	5.42
1.68	5
1.7	5
1.72	5.06
1.74	5.08
1.76	4.89
1.78	5
1.8	5.17
1.82	4.86
1.84	4.98
1.86	4.68
1.88	4.77
1.9	4.78
1.92	4.71
1.94	4.49
1.96	4.89
1.98	4.97
