depth	d18O
0.05	2.864
0.15	2.891
0.15	2.959
0.25	2.236
0.25	3.03
0.35	3.361
0.45	4.177
0.45	4.291
0.65	4.098
0.65	4.492
0.75	4.601
0.75	4.669
0.85	4.746
0.95	4.676
0.95	4.817
1.05	3.999
1.05	4.694
1.15	4.735
1.25	4.718
1.25	4.642
1.35	4.569
1.45	3.944
1.45	4.541
1.55	4.545
1.65	4.595
1.75	4.675
1.85	4.524
1.95	4.391
2.05	4.384
