depth	age	error	dR	dSTD	cc
0.06	1.555	0.03	0	0.2	2
0.5	5.51	0.035	0	0.2	2
1	9.1	0.05	0	0.2	2
1.35	10.24	0.05	0	0.2	2
1.65	10.53	0.05	0	0.2	2
2.05	10.68	0.09	0	0.2	2
2.45	11.7	0.05	0	0.2	2
2.62	11.52	0.035	0	0.2	2
2.85	12	0.05	0	0.2	2
3.15	12.76	0.06	0	0.2	2
4.2	18.95	0.09	0	0.2	2
4.75	13.48	0.07	0	0.2	2
5.28	14	0.13	0	0.2	2
5.7	14.15	0.13	0	0.2	2
6.03	14.09	0.08	0	0.2	2
