depth	d18O
0.25	3.36
0.35	3.3
0.4	3.36
0.45	3.28
0.5	3.23
0.55	3.27
0.6	3.31
0.65	3.16
0.7	3.15
0.75	3.3
0.8	3.47
0.85	3.32
0.9	3.45
0.95	3.34
1	3.6
1.05	3.46
1.1	3.89
1.15	3.83
1.2	3.91
1.25	3.94
1.3	3.99
1.35	4.02
1.4	4.26
1.45	4.04
1.5	4.23
1.55	4.54
1.6	4.39
1.65	4.28
1.7	4.64
1.75	4.57
1.8	4.73
1.85	4.9
1.9	4.69
1.95	5
2	4.96
2.05	4.94
2.1	4.75
2.15	5.07
2.2	4.85
2.25	5.04
2.3	4.88
2.35	4.85
2.4	4.9
2.45	4.88
2.5	4.97
2.55	4.85
2.6	4.77
2.65	4.82
2.7	4.81
2.75	4.69
2.8	4.82
2.85	4.8
2.9	4.87
2.95	4.82
3	4.57
3.05	4.79
3.1	4.74
3.15	4.98
3.2	4.82
3.25	4.76
3.3	4.72
3.35	4.76
3.4	4.59
3.45	4.79
3.5	4.64
3.55	4.55
3.6	4.63
3.65	4.6
3.7	4.54
3.75	4.68
3.8	4.59
3.85	4.57
3.9	4.73
3.95	4.61
4	4.56
4.05	4.67
4.1	4.62
4.15	4.51
4.2	4.48
4.25	4.62
4.3	4.45
4.35	4.61
4.4	4.35
4.45	4.6
4.5	4.72
4.55	4.7
4.6	4.59
4.65	4.48
4.7	4.52
4.75	4.56
4.8	4.61
4.85	4.6
4.9	4.71
4.95	4.65
5	4.51
5.05	4.61
5.1	4.39
5.15	4.38
5.2	4.38
5.25	4.35
5.3	4.57
5.35	4.55
5.4	4.73
5.45	4.68
5.5	4.61
5.55	4.6
5.6	4.64
5.65	4.62
5.7	4.61
5.75	4.58
5.8	4.57
5.85	4.64
5.9	4.63
5.95	4.49
6	4.36
6.05	4.54
6.15	4.56
6.2	4.68
6.25	4.54
6.3	4.39
6.35	4.4
6.4	4.29
6.45	4.29
6.5	4.17
6.55	4.21
6.6	4.4
6.65	4.38
6.7	4.48
6.75	4.56
6.8	4.59
6.85	4.48
6.9	4.52
6.95	4.67
7	4.55
7.05	4.55
7.1	4.29
7.15	4.48
7.2	4.47
7.25	4.4
7.3	4.47
7.35	4.43
7.4	4.23
7.45	4.27
7.5	4.25
7.55	4.2
7.6	4.21
7.65	4.3
7.7	4.41
7.75	4.36
7.8	4.3
7.85	4.23
7.9	4.42
7.95	4.45
8	4.44
8.05	4.64
8.1	4.79
8.15	4.45
8.2	4.36
8.25	4.28
8.3	4.29
8.35	4.35
8.4	4.23
8.45	4.31
8.5	4.33
8.55	4.45
8.6	4.23
8.65	4.36
8.7	4.46
8.75	4.6
8.8	4.54
8.85	4.44
8.9	4.64
8.95	4.54
9	4.65
9.05	4.76
9.1	4.62
9.15	4.59
9.2	4.63
9.25	4.55
9.3	4.64
9.35	4.52
9.4	4.58
9.45	4.63
9.5	4.62
9.55	4.62
9.6	4.56
9.65	4.39
9.7	4.53
9.75	4.66
9.8	4.51
9.85	4.36
9.9	4.17
9.95	4.06
