depth	d18O
0.025	3.1
0.025	3.14
0.045	2.9
0.065	3.13
0.065	3.22
0.085	3.19
0.085	3.06
0.105	4.46
0.105	3.05
0.125	3.3
0.125	3.22
0.145	3.46
0.145	4.03
0.165	3.55
0.165	3.52
0.185	4.98
0.185	3.49
0.205	3.58
0.205	3.69
0.205	3.5
0.205	4.97
0.225	3.68
0.225	3.53
0.245	3.62
0.245	3.55
0.265	3.63
0.265	4.22
0.285	4.1
0.285	4.05
0.305	4.12
0.305	4.43
0.325	4.72
0.325	4.55
0.345	5.12
0.345	5.15
0.365	4.87
0.365	4.82
0.385	5.11
0.385	5.04
0.405	4.15
0.405	5.01
0.405	4
0.425	5.13
0.425	4.74
0.445	5.04
0.445	5
0.465	5.07
0.465	5.17
0.485	5.13
0.485	4.99
0.505	4.98
0.505	5.06
0.525	5.04
0.525	4.83
0.565	5.16
0.565	5.08
0.585	4.89
0.605	5.08
0.605	5.03
0.645	4.87
0.645	4.84
0.665	4.93
0.665	4.9
0.685	4.88
0.705	4.82
0.705	4.86
