depth	d18O
0.03	2.89
0.08	2.92
0.13	2.87
0.18	2.84
0.23	2.78
0.28	2.88
0.33	2.92
0.38	2.95
0.43	3.12
0.48	3.26
0.53	3.49
0.58	3.65
0.63	3.66
0.68	4.01
0.73	2.87
0.78	4.16
0.83	4.25
0.88	4.21
0.93	4.34
0.98	4.43
1.03	4.36
1.08	4.34
1.13	4.38
1.18	4.38
1.23	4.16
1.28	4.22
1.33	4.21
1.38	4.18
1.43	4.31
1.48	4.09
1.53	4.31
1.58	3.94
1.63	4.28
1.68	3.93
1.73	4.02
1.78	4.19
1.83	4.27
1.88	4.07
1.93	3.94
1.98	3.8
2.03	3.88
2.08	4.03
2.13	4.07
2.18	4.08
2.23	4.27
2.28	4.23
2.33	4.05
2.38	4.06
2.43	4.07
2.48	4.31
2.53	4.23
2.58	3.95
2.63	3.84
2.68	4.13
2.73	4.24
2.78	4.09
2.83	4.01
2.88	4.17
2.93	4.14
2.98	3.99
3.03	4.07
3.08	3.97
3.13	3.77
3.18	3.74
3.23	3.83
3.28	4.13
3.33	4.2
3.38	4.1
3.43	4.21
3.48	4.08
3.53	4.12
3.58	4.2
3.63	4.21
3.68	4.14
3.73	4.16
3.78	4.01
3.83	4.06
3.88	4.07
3.93	4.04
3.98	4.02
4.03	3.99
4.08	3.9
4.13	4
4.18	4.03
4.23	3.91
4.28	3.81
4.33	4.16
4.38	4.19
4.43	3.8
4.53	4.07
4.58	3.98
4.63	3.9
4.68	3.89
4.73	4.23
4.78	3.93
4.83	3.92
4.88	3.83
4.93	4.08
