depth	age	error	dR	dSTD	cc
0.09	0.69	0.025	0	0.2	2
0.35	2.86	0.03	0	0.2	2
0.75	6.48	0.04	0	0.2	2
1.25	11.88	0.08	0	0.2	2
1.4	13.155	0.06	0	0.2	2
1.85	14.4	0.07	0	0.2	2
2.1	15.08	0.075	0	0.2	2
2.65	20.64	0.12	0	0.2	2
3.65	26.46	0.24	0	0.2	2
5.31	34.41	0.614	0	0.2	2
5.47	36.599	0.914	0	0.2	2
6.45	41.12	0.11	0	0.2	2
6.72	43.974	0.496	0	0.2	2
