depth	d18O
0.01	2.94
0.01	3.07
0.01	3.01
0.01	3.14
0.01	3.03
0.01	3.29
0.03	3.05
0.03	3.05
0.03	3
0.03	3.01
0.07	3.03
0.07	3.02
0.1	3.14
0.1	3.33
0.1	3.3
0.1	3.24
0.1	3.29
0.1	3.32
0.13	3.49
0.13	3.33
0.13	3.16
0.17	3.28
0.17	3.36
0.17	3.01
0.17	2.97
0.2	3.36
0.2	3.25
0.2	3.89
0.2	3.21
0.23	3.25
0.23	3.15
0.27	4.86
0.27	3.8
0.3	3.33
0.3	3.34
0.37	3.01
0.37	3.02
0.37	3.13
0.37	3
0.4	4.06
0.4	3.07
0.4	4.67
0.4	3.25
0.43	3.85
0.47	4.83
0.47	4.77
0.47	3.93
0.5	3.93
0.5	4.02
0.53	4.17
0.53	4.4
0.57	4.64
0.57	4.25
0.6	4.88
0.63	2.98
0.63	3.1
0.63	3.02
0.63	3.12
0.67	4.84
0.67	4.85
0.7	4.94
0.7	4.86
0.7	4.7
0.7	4.68
0.73	5.21
0.73	4.88
0.77	4.83
0.77	4.83
0.8	4.91
0.8	4.9
0.8	4.97
0.8	4.88
0.8	4.92
0.83	4.84
0.83	4.79
0.87	4.81
0.9	4.51
0.93	4.88
0.93	4.76
0.97	4.95
1	4.98
1	4.94
1	4.95
1	4.87
1	4.92
1.03	4.85
1.03	4.75
1.03	4.89
1.03	4.89
1.07	4.82
1.07	4.78
1.07	4.74
1.07	4.76
1.1	4.72
1.1	4.85
1.1	4.59
1.1	4.89
1.1	4.82
1.13	4.76
1.13	4.84
1.13	4.84
1.17	4.96
1.17	4.73
1.2	4.77
1.2	4.75
1.2	4.93
1.23	4.81
1.23	4.73
1.27	4.79
1.27	4.98
1.3	4.56
1.33	4.56
1.33	4.89
1.37	4.8
1.37	4.59
1.37	4.67
1.37	4.64
1.4	4.67
1.4	4.76
1.4	4.83
1.4	4.34
1.4	4.67
1.43	4.73
1.47	4.59
1.47	4.73
1.47	4.59
1.5	4.76
1.5	4.62
1.5	4.61
1.5	4.76
1.52	4.61
1.52	4.64
1.52	4.73
1.54	4.48
1.54	4.59
1.54	4.74
1.56	4.63
1.56	4.54
1.58	4.69
1.58	4.61
1.58	4.57
1.6	4.47
1.6	4.61
1.6	4.44
1.6	4.48
1.62	4.57
1.62	4.4
1.62	4.64
1.64	4.5
1.64	4.57
1.64	4.52
1.66	4.6
1.66	4.64
1.66	4.54
1.68	4.46
1.68	4.45
1.68	4.68
1.7	4.23
1.7	4.44
1.7	4.62
1.7	4.43
1.72	4.4
1.72	4.49
1.74	4.53
1.74	4.34
1.74	4.5
1.76	4.5
1.76	4.63
1.76	4.51
1.78	4.58
1.78	4.49
1.78	4.45
1.8	4.7
1.8	4.27
1.8	4.34
1.8	4.51
1.8	4.45
1.8	4.38
1.82	4.47
1.82	4.69
1.82	4.58
1.84	4.56
1.84	4.35
1.84	4.43
1.86	4.51
1.86	4.48
1.86	4.49
1.88	4.46
1.88	4.25
1.88	4.44
1.9	4.68
1.9	4.64
1.9	4.33
1.9	4.26
1.92	4.48
1.92	4.4
1.94	4.6
1.94	4.23
1.94	4.5
1.96	4.55
1.96	4.29
1.96	4.51
1.98	4.43
1.98	4.57
1.98	4.37
2	4.35
2	4.41
2	4.39
2	4.37
2.02	4.5
2.02	4.3
2.02	4.24
2.04	4.47
2.04	4.4
2.04	4.35
2.06	4.49
2.06	4.54
2.06	4.42
2.08	4.43
2.08	4.45
2.08	4.43
2.1	4.26
2.1	4.54
2.1	4.31
2.1	4.45
2.12	4.43
2.12	4.54
2.12	4.63
2.14	4.49
2.14	4.5
2.14	4.49
2.16	4.45
2.16	4.56
2.16	4.56
2.2	4.44
2.2	4.48
2.2	4.45
2.2	4.63
2.22	4.36
2.22	4.47
2.24	4.63
2.24	4.51
2.26	4.41
2.26	4.35
2.28	4.42
2.28	4.37
2.28	4.57
2.3	4.52
2.3	4.37
2.3	4.35
2.3	4.27
2.32	4.54
2.32	4.46
2.34	4.45
2.34	4.41
2.34	4.33
2.36	4.39
2.36	4.41
2.36	4.54
2.38	4.38
2.38	4.36
2.4	4.01
2.4	4.39
2.42	4.48
2.42	4.27
2.42	4.36
2.42	4.6
2.44	4.42
2.44	4.02
2.44	4.48
2.46	4.32
2.46	4.35
2.48	4.26
2.48	4.34
2.5	4.37
2.5	4.15
2.52	4.18
2.52	4.15
2.52	4.25
2.52	4.05
2.54	4.05
2.54	4.12
2.54	4.16
2.56	4.13
2.58	4.33
2.58	4.42
2.6	4.26
2.6	4.33
2.62	4.49
2.62	4.41
2.62	4.35
2.64	4.41
2.64	4.49
2.66	4.37
2.66	4.42
2.66	4.45
2.68	4.44
2.68	4.38
2.68	4.55
2.7	4.32
2.7	4.44
2.72	4.38
2.72	4.24
2.72	4.48
2.74	4.59
2.74	4.38
2.74	4.26
2.76	4.34
2.76	4.35
2.76	4.16
2.78	4.12
2.78	4.14
2.8	4.5
2.8	4.28
2.82	4.31
2.82	4.28
2.84	4.33
2.84	4.28
2.84	4.23
2.86	4.19
2.86	4.27
2.86	4.3
2.88	4.14
2.88	4.22
2.9	4.03
2.9	4.09
2.92	4.33
2.92	3.09
2.94	4.44
2.94	4.36
2.96	4.67
2.98	4.66
2.98	3.34
2.98	4.54
3	4.37
3	4.58
3.02	4.45
3.02	4.23
3.04	4.38
3.04	4.44
3.06	4.35
3.06	4.7
3.08	4.31
3.08	4.47
3.1	3.74
3.1	4.22
3.12	4.09
3.12	4.38
3.14	4.18
3.16	4.41
3.16	3.66
3.18	4.45
3.18	4.62
3.2	4.45
3.2	4.48
3.22	4.31
3.22	3.14
3.24	4.37
3.24	4.68
3.26	4.24
3.26	4.47
3.28	4.65
3.3	4.63
3.3	4.53
3.32	3.35
3.36	4.3
3.38	4.23
3.38	4.69
3.4	4.62
3.4	4.46
3.44	3.2
3.46	4.28
3.46	4.51
3.48	4.32
3.48	4.26
3.5	3.9
3.5	3.42
3.52	4.3
3.52	4.75
3.54	4.29
3.54	4.2
3.56	4.34
3.56	4.23
3.62	4.33
3.62	4.68
3.64	4.75
3.66	4.69
3.66	4.68
3.68	4.6
3.7	4.28
3.7	4.41
3.74	4.31
3.74	4.71
3.76	4.2
3.76	4.31
3.76	4.28
3.78	4.4
3.78	4.22
3.8	4.24
3.8	4.81
3.82	4.31
3.82	4.17
3.84	4.26
3.84	4.39
3.84	4.75
3.86	4.73
3.86	4.24
3.86	4.39
3.88	4.55
3.88	4.51
3.88	4.12
3.9	4.06
3.9	4.61
3.92	4.47
3.92	4.28
3.92	4.31
3.94	4.47
3.94	4.48
3.96	4.43
3.96	4.64
3.96	4.43
3.98	4.59
3.98	4.5
3.98	4.49
4	4.49
4	4.53
4.02	4.7
4.02	4.53
4.04	4.58
4.04	4.29
4.06	4.5
4.06	4.6
4.08	4.62
4.08	4.58
4.1	4.54
4.1	4.49
4.12	4.65
4.12	4.56
4.14	4.63
4.14	4.57
4.16	4.62
4.16	4.62
4.18	4.64
4.18	4.68
4.2	4.48
4.2	4.67
4.22	4.51
4.22	4.64
4.24	4.6
4.24	4.54
4.26	4.55
4.26	4.65
4.28	4.51
4.3	4.55
4.3	4.62
4.32	4.46
4.32	4.64
4.34	4.47
4.34	4.54
4.36	4.55
4.36	4.65
4.38	4.52
4.38	4.64
4.4	4.57
4.4	4.57
4.42	4.35
4.42	4.35
4.44	4.48
4.44	4.41
4.46	4.29
4.46	4.07
4.5	4.53
4.5	4.2
4.6	4.12
4.6	4.29
4.7	4.35
4.7	4.02
4.8	4.08
4.8	4.1
4.9	3.72
4.9	3.88
5	4.41
5	4.07
5.1	4.2
5.1	4.38
5.2	4.05
5.2	4.19
5.4	3.6
5.4	4.06
5.5	3.67
5.6	3.62
5.6	3.85
5.7	4.1
5.7	3.55
5.8	4.09
5.8	3.89
5.9	3.84
6	4.16
6	4.57
6.1	3.98
6.1	4.07
6.2	4.09
6.2	3.87
6.3	2.93
6.3	2.98
6.4	2.96
6.5	4.43
6.5	3.03
6.6	4.4
6.7	5.1
6.7	4.89
6.8	4.84
6.8	4.78
6.9	4.69
6.9	4.9
7	4.76
7	4.75
7.1	4.76
7.2	4.6
7.2	4.71
